Document Name,Collection First Name,Collection Last Name,SLNSW URL (Old),SLNSW URL (New),Original Document Name,Document Description,Author First Name,Author Last Name,Document Type,Start Day,Start Month,Start Year,End Day,End Month,End Year,Transcriber 1,Transcriber 2,Transcriber 3,Transcriber 4,Transcriber 5,Digital Scans Available,Transcription Available (In Catalouge),Included in Data Set,Number of Square Brackets Fixed,Number of Angled Brackets Fixed
Diary_0057,Hector,Brewer,https://archival.sl.nsw.gov.au/Details/archive/110336121,https://collection.sl.nsw.gov.au/record/YzOgLEK9,document-item-03-hector-brewer-diary-12-june-16-september-1917-node-80472,"Describes billeting experiences in France, marches and training and leave in England",Hector,Brewer,Diary,12,6,1917,16,9,1917,Margaret Broadfoot,Judy Gimbert,,,,TRUE,TRUE,TRUE,0,0
Diary_0058,Hector,Brewer,https://archival.sl.nsw.gov.au/Details/archive/110336135,https://collection.sl.nsw.gov.au/record/1wN2x02n,document-item-04-hector-brewer-diary-18-september-1917-1-january-1918-node-80473,"Describes leave in England, billeting experiences in France, hospitalisation for eczema and trench warfare.",Hector,Brewer,Diary,18,9,1917,1,1,1918,Alison O'Sullivan,,,,,TRUE,TRUE,TRUE,0,0
Diary_0059,Hector,Brewer,https://archival.sl.nsw.gov.au/Details/archive/110336136,https://collection.sl.nsw.gov.au/record/1Jkm2gGY,document-item-05-hector-brewer-diary-7-march-5-august-1918-node-80222,"Brewer describes leave in Paris, trench warfare, hospitalisation in London after gas poisoning and return to France",Hector,Brewer,Diary,7,3,1918,5,8,1918,Judy Gimbert,Tomas Drevikovsky,,,,TRUE,TRUE,TRUE,1,0
Diary_0060,Hector,Brewer,https://archival.sl.nsw.gov.au/Details/archive/110335919,https://collection.sl.nsw.gov.au/record/Y0KD53a1,document-item-06-hector-brewer-diary-4-august--11-november-1918-node-80474,"Describes frontline warfare, marches and billeting experiences in France, including Battalion sports days and a strike by soldiers after attempts to split the 54th Battalion.",Hector,Brewer,Diary,4,8,1918,11,11,1918,Judy Gimbert,Tomas Drevikovsky,,,,TRUE,TRUE,TRUE,3,3
Diary_0061,Hector,Brewer,https://archival.sl.nsw.gov.au/Details/archive/110336137,https://collection.sl.nsw.gov.au/record/nX6Ogk8Y,document-item-07-hector-brewer-diary-17-november-12-december-1918-node-80223,"Describes events after the signing of the Armistice, including descriptions of villages in France and demobilisation activities",Hector,Brewer,Diary,17,11,1918,17,2,1919,Donna Gallacher,,,,,TRUE,TRUE,TRUE,2,0
Diary_0062,Hector,Brewer,https://archival.sl.nsw.gov.au/Details/archive/110335917,https://collection.sl.nsw.gov.au/record/Yr8RwlNn,document-item-08-hector-brewer-diary-21-february-24-april-1919-node-80475,"Describes preparations to leave France and the return voyage to Australia on the Derbyshire, March- April 1919.",Hector,Brewer,Diary,20,2,1919,24,4,1919,Miles Harvey,June Pettit,,,,TRUE,TRUE,TRUE,4,0
Diary_0063,Charles,Britton,https://archival.sl.nsw.gov.au/Details/archive/110351828,https://collection.sl.nsw.gov.au/record/94RxxyB1,document-item-01-charles-britton-war-diary-8-september-1916-13-october-1917-node-80706,"Describes enlisting on 8 Sept. 1916, voyage to England on HMAT A68 Anchises, 24 Jan.-27 Mar. 1917 and training at signal school and musketry school Apr.-Oct. 1917",Charles,Britton,Diary,8,9,1916,13,10,1917,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0064,Charles,Britton,https://archival.sl.nsw.gov.au/Details/archive/110351829,https://collection.sl.nsw.gov.au/record/9WZMMxOY,document-item-02-charles-britton-war-diary-17-october-1917-8-april-1918-node-80726,"Diary describes leaving England on the Queen Alexander, arriving in Le Havre, France, 18 Oct. 1917, and trench and aerial warfare in France and Belgium, Oct. 1917- Oct. 1918",Charles,Britton,Diary,17,10,1917,8,4,1918,,,,,,TRUE,FALSE,TRUE,3,0
Diary_0065,Charles,Britton,https://archival.sl.nsw.gov.au/Details/archive/110351830,https://collection.sl.nsw.gov.au/record/Yezdd6M9,document-item-03-charles-britton-war-diary-8-april-14-august-1918-node-80825,Diary describes trench and aerial warfare in France and Belgium,Charles,Britton,Diary,8,4,1918,14,8,1918,,,,,,TRUE,FALSE,TRUE,1,0
Diary_0066,Charles,Britton,https://archival.sl.nsw.gov.au/Details/archive/110351831,https://collection.sl.nsw.gov.au/record/YdmddZp9,document-item-04-charles-britton-war-diary-13-august-1918-19-february-1919-node-80754,"Diary describes trench warfare in Belgium and France, Aug- Nov. 1918 with leave in England 11-26 Oct. 1918, and army camps at Yonvill, Maisniouves and Acheux in the Somme, Nov. 1918-Feb. 1919",Charles,Britton,Diary,15,8,1918,19,2,1919,,,,,,TRUE,FALSE,TRUE,9,0
Diary_0067,Edward,Bryan,https://archival.sl.nsw.gov.au/Details/archive/110319352,https://collection.sl.nsw.gov.au/record/16AJBNqn,document-bryan-war-diary-17-august-1914-4-july-1918-edward-patrick-bryan-node-80384,"Diary describes the voyage from Melbourne, arrival in Alexandria 5 Dec. 1914 and activities at Mena Camp. Bryan gives a graphic description of the landing at Gallipoli 25 Apr. 1915 where he was wounded in the foot and sent to hospital in Alexandria. He returned to Anzac 1 June 1915, was evacuated from there 13 Dec. 1915, arrived in Alexandria 5 Jan. 1916, entrained to Tel-el-Kebir then the Serapium desert and embarked on SS Ballarat from Alexandria to Marseilles, arriving 2 Apr. 1916. His account includes war activities at the Front in France and Belgium where he spent his 18th birthday 12 Sept. 1916. He describes trouble with authorities, overstayed leave, hospitalisation with shingles, and departure from England on the Euripides 31 Jan. 1918, arriving in Melbourne 21 Mar. 1918",Edward,Bryan,Diary,17,8,1914,4,7,1918,Peter Mayo,,,,,TRUE,TRUE,TRUE,0,0
Diary_0068,Joseph,Burgess,https://archival.sl.nsw.gov.au/Details/archive/110350875,https://collection.sl.nsw.gov.au/record/Ydmddad9,document-item-02-joseph-george-burgess-war-diary-20-february-1915-1-january-1916-node-80829,"Diary describes training in Maadi and other desert camps in Egypt, leave in Cairo, departing Egypt for Gallipoli on board the Lutzow, landing 20 May 1915, activities at Beach Post near Gaba Tepe including tunnelling, swimming and a truce in order to bury the dead 24 May 1915, illness 21 July 1915, departure on hospital ship Rewa for rest in Lemnos and convalescent camp, return to Anzac on the Aragon 10 Aug. 1915, evacuation from Anzac on Princess Ena 20 Dec. 1915, voyage to Alexandria on board the Caledonia 26 Dec. 1915 and return to Maadi camp",Joseph,Burgess,Diary,22,7,1915,28,9,1915,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0069,Joseph,Burgess,https://archival.sl.nsw.gov.au/Details/archive/110350879,https://collection.sl.nsw.gov.au/record/1wN22Wpn,document-item-03-joseph-george-burgess-war-diary-1-january-1916-4-february-1917-node-80238,"Diary describes desert campaign in Egypt, including training in Maadi camp 4 Feb.-25 Feb. 1916, moves to Serapium and Romani and leave in Port Said June 1916",Joseph,Burgess,Diary,1,1,1916,4,2,1917,Peter Mayo,,,,,TRUE,TRUE,TRUE,3,0
Diary_0070,Joseph,Burgess,https://archival.sl.nsw.gov.au/Details/archive/110350881,https://collection.sl.nsw.gov.au/record/nX6OOyMY,document-item-05-joseph-george-burgess-war-diary-3-january-15-december-1918-node-80643,"Describes leaving hospital 4 Jan. 1918 for recuperation in Port Said, desert warfare including activities in camps in Egypt and Palestine including Wady Hanien 10 Feb., Jericho 3 Apr., Wady Adu 14 May, Bethlehem 7 June and Gaza 26 Sept., embarking on Port Darwin 15 Nov. for journey from Suez to Australia, arriving in Fremantle 14 Dec. 1918",Joseph,Burgess,Diary,3,1,1918,15,12,1918,,,,,,TRUE,FALSE,TRUE,0,0
Diary_0071,Frederick,Burgis,https://archival.sl.nsw.gov.au/Details/archive/110319353,https://collection.sl.nsw.gov.au/record/9gkdW3p9,document-burgis-war-diary-26-june---29-october-1915-frederick-carrington-burgis-node-72773,"Describes arriving in Egypt, with graphic descriptions of his experiences in August 1915 while fighting at Gallipoli, concluding with arrival in Fulham Hospital, Hammersmith with shell shock",Frederick,Burgis,Diary,26,6,1915,29,10,1915,Judy Gimbert,,,,,TRUE,TRUE,TRUE,1,0
Diary_0072,William,Burrell,https://archival.sl.nsw.gov.au/Details/archive/110351636,https://collection.sl.nsw.gov.au/record/1Jkmmg5Y,document-item-01-william-burrell-diary-20-december-1915-12-november-1916-node-80537,"Describes voyage to Egypt aboard T.S.S. Aeneas Dec. 1915 - Jan. 1916, training in Egypt, Jan. - Mar. 1916, journey to France, trench warfare in France and Belgium, Apr.-Nov. 1916. Includes verses",William,Burrell,Diary,20,12,1915,12,11,1916,Peter Craswell,Grahame Bickford,Adrian Bicknell,,,TRUE,TRUE,TRUE,1,3
Diary_0073,William,Burrell,https://archival.sl.nsw.gov.au/Details/archive/110351639,https://collection.sl.nsw.gov.au/record/9yM66zz9,document-item-02-william-burrell-diary-1-may-1917-15-june-1918-node-80538,"Describes trench warfare in France and Belgium, being wounded at Ypres by shellfire 20 Sept. 1917 and awarded the Military Medal for bravery in the field, transfer to 54 General Hospital then to Napsbury and Dartford hospitals, leave in London 31 Oct. 1917, return to France 11 Feb. 1918, leave in Ypres 9 Apr. 1918 and activities in camp at Dunkirk. Includes newspaper clippings of maps. Previous diary for 12 Nov. 1916-1 May 1917 was lost in the mail to Australia",William,Burrell,Diary,1,5,1917,15,6,1918,David Lambert,Betty Smith,,,,TRUE,TRUE,TRUE,0,2
Diary_0074,William,Burrell,https://archival.sl.nsw.gov.au/Details/archive/110351640,https://collection.sl.nsw.gov.au/record/1bGdd3wY,document-item-03-william-burrell-diary-16-june-1918-1-july-1919-node-80539,"Describes activities in demobilisation camps at Dunkirk and Mardyke, leave in Paris and England, camp activities at Codford and voyage to Australia aboard the Zealandia, arriving in Watsons Bay 1 July 1919",William,Burrell,Diary,16,6,1918,1,7,1919,David Lambert,Betty Smith,,,,TRUE,TRUE,TRUE,0,1
Diary_0075,Arthur,Burrowes,https://archival.sl.nsw.gov.au/Details/archive/110360660,https://collection.sl.nsw.gov.au/record/9PQ8k3rn,document-item-03-arthur-john-moore-burrowes-diary-26-may-3-august-1918-with-newscuttings-and-miscellaneous-army-documents-1917-1919-node-80354,"Diary describes events after leaving Fovant Camp until a few days before he was wounded in France on 8 Aug. 1918. Documents include certificates from the Randwick School of Musketry and the Tidworth School of Instruction for Infantry Officers, newscuttings and a postcard of H.M. Transport Ulysses in which Serg. Burrowes left Sydney in Dec. 1917",Arthur,Burrowes,Diary,26,5,1918,3,8,1918,Colin Smith,,,,,TRUE,TRUE,TRUE,1,0
Diary_0076,William,Camroux,https://archival.sl.nsw.gov.au/Details/archive/110348710,https://collection.sl.nsw.gov.au/record/9NaAKZWY,document-item-01-w.-h.-camroux-diary-2-november-1915-15-november-1920-node-80374,"Diary of brief entries includes embarking on the Euripides, 2 Nov. 1915 and arriving at Suez 28 Nov. 1915, training camps, fighting at the Somme from 26 Oct. 1917, trench warfare, being wounded 27 Aug. 1918 and gassed 5 Oct. 1918, leave in England 28 Nov. 1918 and return to Sydney, 14 Feb. 1919",William,Camroux,Diary,2,11,1915,15,11,1919,Allison O'Sullivan,,,,,TRUE,TRUE,TRUE,0,0
Diary_0077,Eric,Clarke,https://archival.sl.nsw.gov.au/Details/archive/110352406,https://collection.sl.nsw.gov.au/record/92eVEAPY,document-item-01-eric-clarke-war-diary-17-november-1915-19-may-1916-node-72707,"Describes embarking on the HMAT A34 Persic from Sydney, 18 Nov. 1915 and disembarking in Suez 21 Dec. 1915. Includes an account of the riots amongst the Arabs in Cairo suppressed by the Australian troops, the march to Polygon Camp, Abbassia 23 Apr. 1916 and the move to Serapeum 9 May 1916",Eric,Clarke,Diary,17,11,1915,19,5,1916,Peter Mayp,Lynne Frizell,,,,TRUE,TRUE,TRUE,0,0
Diary_0078,Eric,Clarke,https://archival.sl.nsw.gov.au/Details/archive/110352410,https://collection.sl.nsw.gov.au/record/9NaABp5Y,,"Describes training and the work of transport departments, the difficulties of convoy work in the desert, embarking from Alexandria on the Japanese Prince, 5 June 1916, arriving in Marseilles 13 June 1916, and experiences in France",Eric,Clarke,Diary,20,5,1916,14,8,1916,Colin Smith,Debby Cramer,,,,TRUE,TRUE,TRUE,0,0
Diary_0079,Eric,Clarke,https://archival.sl.nsw.gov.au/Details/archive/110352411,https://collection.sl.nsw.gov.au/record/9qoQrNZ1,document-item-03-eric-clarke-war-diary-15-august-1916-14-december-1916-node-80553,"Describes air raids, bombardments and gas attacks in France and the attacks on Pozieres, Monquet Farm and in the Ypres Sector, being wounded 23 Nov. 1916 and boarding the hospital ship HMAT Warilda 11 Dec. 1916. Notes at end of diary indicate hospitalisation in England and return to Australia on hospital ship Kanowna, 15 July 1917",Eric,Clarke,Diary,15,8,1916,14,12,1916,Rex Minter,Val Ridley,Adrian Bicknell,,,TRUE,TRUE,TRUE,0,0
Diary_0080,William,Clarke,https://archival.sl.nsw.gov.au/Details/archive/110319358,https://collection.sl.nsw.gov.au/record/1LjRwgg9,document-clarke-diary-1916-1917-william-owen-clarke-node-80330,"Diary describes action at the front near Steenvoorde, fatigues, duty as a runner etc., 1 October - November 1916, and January-22 July 1917 after return from hospital in England. Includes miscellaneous souvenirs, 1905, ca. 1916",William,Clarke,Diary,1,10,1916,22,7,1917,John Stephenson,David Lambert,Darren Blumberg,,,TRUE,TRUE,TRUE,2,0
Diary_0081,Thomas,Cleary,https://archival.sl.nsw.gov.au/Details/archive/110344581,https://collection.sl.nsw.gov.au/record/nX6Olq0Y,document-item-01-t.-j.-cleary-diary-8-march-1916---15-august-1917-node-72797,"Describes voyage from Sydney to Port Said on the Star of England 8 Mar. - 10 Apr. 1916 and experiences in Egypt and France, 1916",Thomas,Cleary,Diary,8,3,1916,15,8,1917,Peter Mayo,Paula Poropat,Barbara Manchester,,,TRUE,TRUE,TRUE,0,2
Diary_0082,Thomas,Cleary,https://archival.sl.nsw.gov.au/Details/archive/110344587,https://collection.sl.nsw.gov.au/record/9arpq7On,document-item-02-t.-j.-cleary-diary-20-august-1917---23-august-1918-node-72798,Describes leave in England and Ireland Aug.-Sept. 1917 and experiences in France and Belgium including leave in Paris Mar. 1918 and catching influenza July 1918,Thomas,Cleary,Diary,20,8,1917,23,8,1918,Miles Harvey,Judy Macfarlan,,,,TRUE,TRUE,TRUE,1,6
Diary_0083,Thomas,Cleary,https://archival.sl.nsw.gov.au/Details/archive/110344590,https://collection.sl.nsw.gov.au/record/1l4dEBN1,document-item-03-t.-j.-cleary-diary-25-august-1918---5-july-1919-node-80527,"Describes experiences in France and Belgium including leave in Paris 3 Sept. 1919, and return voyage from Crewe, England to Sydney on the Nestor, 20 May -5 July 1919",Thomas,Cleary,Diary,25,8,1918,5,7,1919,Judy Gimbert,,,,,TRUE,TRUE,TRUE,0,0
Diary_0084,Benjamin,Cohen,https://archival.sl.nsw.gov.au/Details/archive/110350405,https://collection.sl.nsw.gov.au/record/n88EE6Rn,document-item-01-benjamin-alfred-cohen-diary-30-september-1916-30-april-1917-node-78153,"Diary describes training at Blackboy Hill, Western Australia, October 1916 - January 1917, voyage from Fremantle, Western Australia to England on the HMAT A28 Miltiades, January - March 1917 and training camp at Plymouth, March - May 1917",Benjamin,Cohen,Diary,30,1,1917,30,4,1917,John Corbett,,,,,TRUE,TRUE,TRUE,0,0
Diary_0085,Benjamin,Cohen,https://archival.sl.nsw.gov.au/Details/archive/110350406,https://collection.sl.nsw.gov.au/record/92eVVldY,document-item-02-benjamin-alfred-cohen-diary-10-may-17-september-1917-node-80214,"Diary describes transport duties with the 59th Company, Australian Railway Operating Division, training camp at Plymouth, March - May 1917, his departure for France 10 May 1917 and his work building dugouts, with descriptions of bombardments and visits to Poperinge",Benjamin,Cohen,Diary,10,5,1917,17,9,1917,June Pettit,Allanah Jarman,Patricia Ryan,,,TRUE,TRUE,TRUE,1,0
Diary_0086,Benjamin,Cohen,https://archival.sl.nsw.gov.au/Details/archive/110350410,https://collection.sl.nsw.gov.au/record/9NaAAd0Y,document-item-03-benjamin-alfred-cohen-diary-20-september-20-december-1917-node-80590,"Diary describes transport duties, bombardments and activities in camps in France and Belgium",Benjamin,Cohen,Diary,17,9,1917,20,12,1917,Alison O'Sullivan,Allanah Jarman,,,,TRUE,TRUE,TRUE,2,0
Diary_0087,Benjamin,Cohen,https://archival.sl.nsw.gov.au/Details/archive/110350411,https://collection.sl.nsw.gov.au/record/9qoQQ5L1,document-item-04-benjamin-alfred-cohen-diary-22-december-1917-10-june-1918-node-80591,"Includes descriptions of the damage to Poperinge and civilian life there, transfer from Poperinge to the Railway Depot near Hazebrouck to learn the French railway signals, visits to hospital for dental work, 22 May 1918, and leave in England 9 June 1918",Benjamin,Cohen,Diary,20,12,1917,8,6,1918,Rosemary Cox,Betty Smith,,,,TRUE,TRUE,TRUE,0,0
Diary_0088,Benjamin,Cohen,https://archival.sl.nsw.gov.au/Details/archive/110350412,https://collection.sl.nsw.gov.au/record/nM7llzxY,document-item-05-benjamin-alfred-cohen-diary-12-june-19-october-1918-node-78154,"Describes leave in England and Scotland 12-24 June 1918, transport work on the railways with descriptions of bombardments",Benjamin,Cohen,Diary,12,6,1918,19,10,1918,Rosemary Cox,Alison O'Sullivan,,,,TRUE,TRUE,TRUE,0,0
Diary_0089,Benjamin,Cohen,https://archival.sl.nsw.gov.au/Details/archive/110350413,https://collection.sl.nsw.gov.au/record/9O4ooeOn,document-item-06-benjamin-alfred-cohen-diary-23-october-1918-28-february-1919-node-78155,"Cohen describes transport duties, activities in camp, and recounts from newspaper articles the surrender of the German fleet and other events",Benjamin,Cohen,Diary,19,10,1918,28,2,1919,David Lambert,,,,,TRUE,TRUE,TRUE,0,0
